"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B18-17269","4.0","TRESPASS IP","TELEPHONE","2018-04-29T00:00:00","03:16:00","1","INTOXICATED","YES","NO","INVOLVED","NO","NO","Male","32","White"
"B18-17320","3.0","DOMESTIC IP","911 LINE","2018-04-29T00:00:00","13:41:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B18-17532","5.0","DISTURBANCE IP","911 LINE","2018-04-30T00:00:00","23:28:00","2","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","35","Black"
"B18-18021","1.0","WEAPONS IP","TELEPHONE","2018-05-04T00:00:00","03:22:00","1","UNKNOWN","NO","YES","MENTIONED","YES","NO","Male","32","White"
"B18-18285","4.0","WELFARE CHK IP","TELEPHONE","2018-05-05T00:00:00","17:46:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","59","White"
"B18-18844","5.0","SUSP ACT IP","OFFICER REPORT","2018-05-09T00:00:00","19:45:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","31","Black"
"B18-18931","5.0","DISTURBANCE IP","911 LINE ","2018-05-10T00:00:00","12:13:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","50","White"
"B18-18934","3.0","DOMESTIC IP","911.0","2018-05-10T00:00:00","12:23:00","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Male","35","White"
"B18-19082","3.0","TRESPASS IP","TELEPHONE","2018-05-11T00:00:00","10:22:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","26","White"
"B18-19242","5.0","SERVICE IP","911 LINE","2018-05-12T00:00:00","13:55:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","51","White"
"B18-19263","3.0","THEFT IP","911 LINE","2018-05-12T00:00:00","18:11:00","1","UNKNOWN","NO","YES","ARRESTEE","NO","NO","Male","45","White"
"B18-19273","3.0","WELFARE CHK IP","TELEPHONE","2018-05-12T00:00:00","19:44:00","1","MENTALLY DISTURBED","NO","YES","SUSPECT","NO","NO","Male","36","White"
"B18-19442","MCSO","TRAFFIC STOP","OFFICER REPORT","2018-05-14T00:00:00","07:24:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B18-19826","1.0","WARRANT SERVICE","OFFICER REPORT","2018-05-16T00:00:00","20:31:00","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","16","White"
"B18-19866","3.0","SUSP ACT IP","OFFICER REPORT","2018-05-17T00:00:00","00:51:00","1","NORMAL","NO","NO","CONTACT","NO","NO","Female","27","Black"
"B18-19886","5.0","SUSP ACT IP","TELEPHONE","2018-05-17T00:00:00","08:33:00","1","NORMAL","NO","NO","SUSPECT","NO","NO","Male","54","White"
"B18-19953","4.0","WARRANT SERVICE","TELEPHONE","2018-05-17T00:00:00","16:14:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","33","White"
"B18-19959","4.0","WELFARE CHK IP","911 LINE","2018-05-17T00:00:00","17:14:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","56","White"
"B18-19975","4.0","WELFARE CHK IP","911 LINE","2018-05-17T00:00:00","19:42:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","30","White"
"B18-20431","5.0","BURGLARY IP","911 LINE ","2018-05-21T00:00:00","12:13:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","30","White"
"B18-20619","5.0","SUSP ACT IP","TELEPHONE","2018-05-22T00:00:00","19:53:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","38","Black"
"B18-20634","3.0","BURGLARY IP","TELEPHONE","2018-05-22T00:00:00","21:11:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","34","Black"
"B18-20634","3.0","BURGLARY IP","TELEPHONE","2018-05-22T00:00:00","21:11:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B18-21018","5.0","ASSAULT IP","911 LINE","2018-05-25T00:00:00","15:59:00","1","MENTALLY DISTURBED","YES","NO","ARRESTEE","NO","NO","Female","43","White"
"B18-21100","4.0","DISTURBANCE IP","TELEPHONE","2018-05-26T00:00:00","02:43:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","25","White"
"B18-21151","5.0","DOMESTIC IP","911 LINE","2018-05-26T00:00:00","13:27:00","1","MENTALLY DISTURBED","YES","NO","JEUVENILE REFERRAL","NO","NO","Female","13","Black"
"B18-21164","5.0","DISTURBANCE IP","TELEPHONE","2018-05-26T00:00:00","15:39:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B18-21665","4.0","DISTURBANCE NP","TELEPHONE","2018-05-30T00:00:00","03:05:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-23406","MCSO","WEAPONS IP","911 LINE","2018-06-01T00:00:00","20:44:00","2","UNKNOWN","NO","YES","ARRESTEE","NO","NO","Male","26","White"
"B18-22201","1.0","WEAPONS IP","911 LINE","2018-06-03T00:00:00","02:09:00","1","INTOXICATED","YES","NO","ARRESTEE","YES","NO","Male","28","White"
"B18-22201","1.0","WEAPONS IP","911.0","2018-06-03T00:00:00","02:09:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","23","Black"
"B18-23004","3.0","WELFARE CHK IP","911 LINE ","2018-06-08T00:00:00","17:40:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","YES","Female","35","White"
"B18-23426","1.0","SERVICE IP","TELEPHONE","2018-06-11T00:00:00","23:13:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","36","Black"
"B18-23498","3.0","FOLLOW UP","OFFICER REPORT","2018-06-12T00:00:00","15:19:00","1","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","39","White"
"B18-24144","3.0","THEFT NP","TELEPHONE","2018-06-16T00:00:00","01:05:00",NA,"MENTALLY DISTURBED","YES","NO","SUSPECT","NO","NO","Male","26","Black"
"B18-24264","4.0","SERVICE IP","TELEPHONE","2018-06-17T00:00:00","18:32:00","1","MENTALLY DISTURBED","YES","YES","CONTACT","NO","NO","Male","34","White"
"B18-24643","4.0","DISTURBANCE IP","TELEPHONE","2018-06-20T00:00:00","02:02:00","1","MENTALLY DISTURBED","NO","YES","SUSPECT","NO","NO","Male","40","Black"
"B18-24808","4.0","SUSP ACT IP","OFFICER REPORT","2018-06-21T00:00:00","00:01:00","1","UNKNOWN","NO","YES","ARRESTEE","NO","NO","Male","60","White"
"B18-25105","1.0","FIGHT IP","OFFICER REPORT","2018-06-23T00:00:00","03:01:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","Black"
"B18-25500","3.0","SUSP ACT IP","911 LINE","2018-06-25T00:00:00","22:50:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","46","White"
"B18-25500","3.0","SUSP ACT IP","911 LINE","2018-06-25T00:00:00","22:50:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B18-26089","3.0","DISTURBANCE IP","TELEPHONE","2018-06-30T00:00:00","03:26:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","57","White"
"B18-26349","1.0","TRESPASS IP","TELEPHONE","2018-07-02T00:00:00","01:18:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B18-26560","3.0","ASSAULT IP","911 LINE","2018-07-03T00:00:00","13:58:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","37","White"
"B18-26502","2.0","BURGLARY IP","TELEPHONE","2018-07-04T00:00:00","1900-07-30 00:00:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Male","24","White"
"b18-27186","4.0","BURGLARY IP","TELEPHONE","2018-07-08T00:00:00","1900-05-19 00:00:00","1","NORMAL","YES","NO","ARRESTED","NO","NO","Male","26","White"
"B18-27193","1.0","DISTURBANCE IP","911 LINE","2018-07-08T00:00:00","03:22:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-27295","5.0","VANDALISM","911 LINE","2018-07-09T00:00:00","1900-12-23 00:00:00","1","UNKNOWN","NO","NO","ARRESTED","NO","NO","Female","19","White"
"B18-27538","3.0","INTOXICATION","911 LINE","2018-07-10T00:00:00","1904-09-01 00:00:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","20","White"
"B18-27742","3.0","TRAFFIC STOP","OFFICER REPORT","2018-07-12T00:00:00","00:19:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","44","Black"
"B18-28019","1.0","DOMESTIC","TELEPHONE","2018-07-13T00:00:00","1905-06-25 00:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","41","White"
"B18-28216","1.0","TRAFFIC STOP","OFFICER REPORT","2018-07-15T00:00:00","01:30:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","23","White"
"B18-28224","5.0","VEHICLE THEFT","TELEPHONE","2018-07-15T00:00:00","03:21:00","1","UNKNOWN","NO","NO","SUSPECT","NO","NO","Male","24","White"
"B18-28216","1.0","TRAFFIC STOP","OFFICER REPORT","2018-07-15T00:00:00","01:23:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B18-28609","4.0","WELFARE CHECK","911.0","2018-07-17T00:00:00","14:16:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Male","50","White"
"B18-28695","4.0","VEHICLE THEFT","TELEPHONE","2018-07-18T00:00:00","05:51:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-29127","1.0","SUSPICIOUS ACT","OFFICER REPORT","2018-07-20T00:00:00","1906-05-03 00:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","60","White"
"B18-29724","3.0","SUSPICIOUS ACT","OFFICER REPORT","2018-07-25T00:00:00","02:29:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","25","White"
"B18-29779","5.0","VEHICLE THEFT","TELEPHONE","2018-07-25T00:00:00","00:15:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","Black"
"B18-29831","2.0","WEAPONS IP","TELEPHONE","2018-07-25T00:00:00","19:18:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","18","White"
"B18-29831","2.0","WEAPONS IP","TELEPHONE","2018-07-25T00:00:00","19:18:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","18","White"
"B18-29942","4.0","TRAFFIC STOP","OFFICER REPORT","2018-07-26T00:00:00","16:30:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Female","23","White"
"B18-29880","2.0","TRAFFIC STOP","OFFICER REPORT","2018-07-26T00:00:00","01:50:00","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Male","25","Black"
"B18-30120","2.0","DISTURBANCE IP","911 LINE","2018-07-27T00:00:00","20:59:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Female","35","White"
"B18-30084","2.0","BURGLARY IP","TELEPHONE","2018-07-27T00:00:00","15:41:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","24","White"
"B18-30236","4.0","DISTURBANCE IP","911 LINE","2018-07-28T00:00:00","19:05:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","56","White"
"B18-30203","3.0","TRAFFIC STOP","OFFICER REPORT","2018-07-29T00:00:00","16:50:00","1","MENTALLY DISTURBED","YES","NO","ARRESTED","NO","NO","Male","27","White"
"B18-30421","5.0","DISTURBANCE IP","911 LINE","2018-07-30T00:00:00","02:46:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Male","31","Hispanic"
"B18-30539","3.0","DISTURBANCE IP","911 LINE","2018-07-30T00:00:00","21:04:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Female","32","White"
"B18-30421","5.0","DISTURBANCE IP","911.0","2018-07-30T00:00:00","02:46:00","1","NORMAL","NO","NO","CONTACT","NO","NO","Male","26","Hispanic"
"B18-30747","3.0","WARRANT SERVICE","OFFICER REPORT","2018-08-01T00:00:00","12:42:00","1","UNKNOWN","NO","NO","ARRESTED","NO","NO","Male","45","White"
"B18-30824","4.0","DISTURBANCE IP","OFFICER REPORT","2018-08-01T00:00:00","20:07:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","57","Black"
"B18-30877","1.0","SUSP ACT IP","OFFICER REPORT","2018-08-02T00:00:00","01:20:00","1","UNKNOWN","YES","NO","CONTACT","NO","NO","Male","42","White"
"B18-31012","3.0","DOMESTIC NP","911 LINE","2018-08-03T00:00:00","00:04:00","1","UNKNOWN","NO","NO","ARRESTED","NO","NO","Male","21","Black"
"B18-31139","2.0","WELFARE CHK IP","911 LINE","2018-08-03T00:00:00","20:23:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","62","White"
"B18-31532","1.0","SUSP ACT IP","OFFICER REPORT","2018-08-06T00:00:00","13:24:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","26","White"
"B18-31711","4.0","ASSAULT","911.0","2018-08-07T00:00:00","1905-01-18 00:00:00","1","INTOXICATED","YES","YES","ARRESTEE","YES","NO","Male","26","White"
"B18-31808","2.0","SUSPICIOUS ACT","OFFICER REPORT","2018-08-08T00:00:00","1903-08-23 00:00:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B18-31940","3.0","WEAPONS IP","911 LINE","2018-08-09T00:00:00","08:05:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Male","42","Black"
"B18-32110","1.0","TRAFFIC STOP","OFFICER REPORT","2018-08-10T00:00:00","07:29:00","1","MENTALLY DISTURBED","NO","NO","ARRESTED","NO","NO","Male","40","White"
"B18-32569","3.0","WEAPONS IP","911 LINE","2018-08-13T00:00:00","05:57:00","1","INTOXICATED","YES","YES","ARRESTED","NO","NO","Male","33","White"
"B18-32577","3.0","DISTURBANCE IP","911 LINE","2018-08-13T00:00:00","07:26:00","1","UNKNOWN","NO","YES","ARRESTED","NO","NO","Male","26","White"
"B18-32852","5.0","TRESPASS IP","TELEPHONE","2018-08-14T00:00:00","20:31:00","1","INTOXICATED","NO","YES","ARRESTED","NO","NO","Male","43","White"
"B18-33037","3.0","WEAPONS IP","911 LINE","2018-08-16T00:00:00","05:32:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","20","Black"
"B18-33193","1.0","DISTURBANCE IP","OFFICER REPORT","2018-08-17T00:00:00","03:02:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","20","Black"
"B18-33194","1.0","DISTURBANCE IP","OFFICER REPORT","2018-08-17T00:00:00","03:18:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","25","Black"
"B18-33303","4.0","SERVICE IP","TELEPHONE","2018-08-17T00:00:00","16:53:00","1","NORMAL","YES","NO","ARRESTED","NO","NO","Male","46","Black"
"B18-33542","1.0","DISTURBANCE IP","OFFICER REPORT","2018-08-19T00:00:00","00:12:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Female","34","White"
"B18-33670","3.0","WELFARE CHK","911 LINE","2018-08-19T00:00:00","21:12:00","1","INTOXICATED","NO","NO","ARRESTED","YES","NO","Male","30","Black"
"B18-33685","4.0","RUNAWAY","911 LINE","2018-08-19T00:00:00","22:49:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","13","Black"
"B18-33703","5.0","TRAFFIC STOP","OFFICER REPORT","2018-08-20T00:00:00","00:42:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","23","White"
"B18-33816","3.0","WEAPONS IP","911 LINE","2018-08-20T00:00:00","19:47:00","1","NORMAL","NO","NO","ARRESTED","NO","NO","Male","25","White"
"B18-34433","4.0","FOLLOW UP","OFFICER REPORT","2018-08-24T00:00:00","19:01:00","1","MENTALLY DISTURBED","NO","NO","ARRESTED","NO","NO","Male","37","Black"
"B18-34575","4.0","WARRANT SERVICE","OFFICER REPORT","2018-08-25T00:00:00","17:41:00","1","INTOXICATED","NO","NO","ARRESTED","NO","NO","Male","48","White"
"B18-35217","1.0","JUVENILE","911 LINE","2018-08-29T00:00:00","20:33:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","10","Black"
"B18-35718","4.0","SUSP ACT IP","TELEPHONE","2018-09-01T00:00:00","14:39:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B18-35726","5.0","MENTAL HEALTH IP","TELEPHONE","2018-09-01T00:00:00","15:41:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","34","White"
"B18-36213","5.0","ATL","TELEPHONE","2018-09-04T00:00:00","18:07:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","44","White"
"B18-36435","3.0","WELFARE CHK IP","911 CALL","2018-09-06T00:00:00","01:59:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B18-37421","MCSO","WARRANT SERVICE","OFFICER REPORT","2018-09-13T00:00:00","21:15:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","54","White"
"B18-37736","3.0","JUVENILE","TELEPHONE","2018-09-14T00:00:00","14:00:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","16",""
"B18-37849","5.0","SUSP ACT IP","TELEPHONE","2018-09-15T00:00:00","00:23:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B18-37861","1.0","WELFARE CHK IP","TELEPHONE","2018-09-15T00:00:00","01:10:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-37932","5.0","INDECENT EXP IP","TELEPHONE","2018-09-15T00:00:00","14:55:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","51","White"
"B18-38105","3.0","WARRANT SERVICE","TELEPHONE","2018-09-16T00:00:00","1903-03-03 00:00:00","1","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","32","White"
"B18-39443","5.0","DOMESTIC","911.0","2018-09-25T00:00:00","1903-07-23 00:00:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B18-39401","4.0","SUSP ACT IP","TELEPHONE","2018-09-25T00:00:00","1900-10-26 00:00:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","38","White"
"B18-39744","3.0","DISTURBANCE IP","TELEPHONE","2018-09-28T00:00:00","1905-04-13 00:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","30","Black"
"B18-39819","3.0","DOMESTIC","911.0","2018-09-28T00:00:00","1901-06-13 00:00:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","20","Black"
"B18-39912","5.0","SUICIDAL","TELEPHONE","2018-09-28T00:00:00","1904-03-29 00:00:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","54","White"
"B18-39868","1.0","MOTORIST ASSIST","OFFICER REPORT","2018-09-28T00:00:00","1903-05-09 00:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B18-35718","4","SUSP ACT IP","TELEPHONE","9/1/2018","14:39","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B18-35726","5","MENTAL HEALTH IP","TELEPHONE","9/1/2018","15:41","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","34","White"
"B18-36213","5","ATL","TELEPHONE","9/4/2018","18:07","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","44","White"
"B18-36435","3","WELFARE CHK IP","911 CALL","9/6/2018","1:59","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B18-37421","MCSO","WARRANT SERVICE","OFFICER REPORT","9/13/2018","21:15","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","54","White"
"B18-37736","3","JUVENILE","TELEPHONE","9/14/2018","14:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Male","16",""
"B18-37849","5","SUSP ACT IP","TELEPHONE","9/15/2018","0:23","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B18-37861","1","WELFARE CHK IP","TELEPHONE","9/15/2018","1:10","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-37932","5","INDECENT EXP IP","TELEPHONE","9/15/2018","14:55","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","51","White"
"B18-38105","3","WARRANT SERVICE","TELEPHONE","9/16/2018","0:00","1","NORMAL","YES","YES","ARRESTEE","NO","NO","Male","32","White"
"B18-39443","5","DOMESTIC","911","9/25/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B18-39401","4","SUSP ACT IP","TELEPHONE","9/25/2018","0:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","38","White"
"B18-39744","3","DISTURBANCE IP","TELEPHONE","9/28/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","30","Black"
"B18-39819","3","DOMESTIC","911","9/28/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","20","Black"
"B18-39912","5","SUICIDAL","TELEPHONE","9/28/2018","0:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","54","White"
"B18-39868","1","MOTORIST ASSIST","OFFICER REPORT","9/28/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B18-39601","5","SEARCH WARRANT","OFFICER REPORT","10/3/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B18-39601","5","SEARCH WARRANT","OFFICER REPORT","10/3/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B18-40850","3","IMMEDIATE DETENTION ","TELEPHONE","10/4/2018","0:00","1","INTOXICATED ","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","59","White"
"B18-40762","4","WELFARE CHECK","TELEPHONE","10/4/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","White"
"B18-41167","3","DOMESTIC","TELEPHONE","10/6/2018","0:00","1","NORMAL","NO","YES","JUVENILE REFERRAL","NO","NO","Male","15","White"
"B18-41167","3","DOMESTIC","TELEPHONE","10/6/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","YES","NO","Female","36","White"
"B18-41167","3","DOMESTIC","TELEPHONE","10/6/2018","0:00","1","MENTALLY DISTURBED","NO","YES","ARRESTEE","YES","NO","Male","29","White"
"B18-41443","4","JUVENILE","TELEPHONE","10/8/2018","0:00","1","NORMAL","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","17","White"
"B18-41450","1","RUNAWAY","TELEPHONE","10/8/2018","0:00","1","NORMAL","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","15","White"
"B18-41660","5","TRESPASS IP","TELEPHONE","10/9/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","36","White"
"B18-41827","3","WARRANT SERVICE","TELEPHONE","10/10/2018","0:00","1","UNKNOWN","NO","YES","ARRESTEE","NO","NO","Male","26","Black"
"B18-41827","3","WARRANT SERVICE","TELEPHONE","10/10/2018","0:00","1","UNKNOWN","NO","YES","ARRESTEE","NO","NO","Male","40","White"
"B18-41850","5","DISTURBANCE","TELEPHONE","10/11/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B18-42178","1","TRESPASS IP","TELEPHONE","10/13/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","22","White"
"B18-42295","3","SUSP ACT IP","OFFICER REPORT","10/13/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","31","Black"
"B18-42529","4","WELFARE CHECK","TELEPHONE","10/15/2018","0:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","70","White"
"B18-42899","2","VEHICLE THEFT","OFFICER REPORT","10/18/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B18-43979","4","DOMESTIC","TELEPHONE","10/20/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","38","Black"
"B18-43749","4","SUSP ACT IP","OFFICER REPORT","10/24/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","51","Black"
"B18-43942","3","SUSP ACT IP","OFFICER REPORT","10/25/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","46","White"
"B18-44035","1","DISTURBANCE","TELEPHONE","10/26/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","29","White"
"B18-44732","3","WARRANT SERVICE","OFFICER REPORT","10/30/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Female","26","White"
"B18-45347","3","DOMESTIC","TELEPHONE","11/3/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B18-45506","4","SUSP ACT IP","TELEPHONE","11/4/2018","0:00","1","INTOXICATED","NO","NO","IMMEDIATE DETENTION","NO","NO","Female","36","White"
"B18-46052","5","BURGLARY IP","TELEPHONE","11/7/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-46052","5","BURGLARY IP","TELEPHONE","11/7/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B18-46052","5","BURGLARY IP","TELEPHONE","11/7/2018","0:00","1","NORMAL","NO","NO","WTINESS","NO","NO","Male","20","White"
"B18-46052","5","BURGLARY IP","TELEPHONE","11/7/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B18-45920","3","SUSPICIOUS ACT","OFFICER REPORT","11/7/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","35","White"
"B18-46052","5","BURGLARY IP","911","11/7/2018","23:09","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-46613","5","SUSPICIOUS ACT","OFFICER REPORT","11/12/2018","0:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","30","White"
"B18-46803","5","WELFARE CHECK","TELEPHONE","11/13/2018","0:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","20","White"
"B18-46865","1","DISTURBANCE","TELEPHONE","11/14/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-47287","5","DOMESTIC","911","11/17/2018","0:00","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","17","Hispanic"
"B18-47450","3","WARRANT SERVICE","OFFICER REPORT","11/18/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","34","White"
"B18-47450","3","WARRANT SERVICE","OFFICER REPORT","11/18/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","49","White"
"B18-47450","3","WARRANT SERVICE","OFFICER REPORT","11/18/2018","0:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B18-47472","5","WELFARE CHECK","TELEPHONE","11/18/2018","0:00","1","MENTALLY DISTURBED","NO","NO","IMMEDIATE DETENTION","NO","NO","Male","54","White"
"B18-47511","5","TRAFFIC STOP","OFFICER REPORT","11/19/2018","0:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","32","White"
